type,priority,category,issue,enterpriseTier,flag,weekday,week,periods,previousDepartmentID,newDepartmentID,difference
1,2,0,16,0,0,1,27,2,33,47,12770
3,1,9,8,0,0,3,27,1,83,36,8664
3,1,9,8,0,0,3,27,3,36,9,57261
3,1,9,8,0,0,3,27,3,9,36,431
3,1,9,8,0,0,3,27,3,36,9,56794
3,1,9,8,0,0,4,27,2,9,36,4900
1,2,0,13,0,0,5,26,2,141,48,6680
1,2,0,13,0,0,5,26,1,48,141,234726
1,1,0,0,1,0,3,26,1,46,47,82682
1,1,0,0,1,0,4,26,1,47,9,1087
1,1,0,0,1,0,4,26,1,9,47,63509
1,1,0,0,1,0,5,26,1,47,9,5534
3,1,9,8,0,1,2,27,1,83,36,768631
3,1,9,8,0,1,5,29,1,83,36,615182
3,1,9,8,0,1,3,33,2,83,36,1814997
3,1,9,8,0,1,3,36,2,36,12,428295
3,1,9,8,0,1,1,37,2,12,36,167427
1,1,1,15,0,1,1,28,3,171,12,182894
1,2,1,16,0,1,3,26,2,171,12,55602
1,1,1,16,0,1,3,26,1,46,47,9283
1,1,1,16,0,0,3,26,1,46,47,3381
1,2,9,16,0,0,3,26,1,171,21,175124
1,2,0,7,1,0,1,27,3,171,68,51857
1,2,0,7,1,0,3,28,1,68,36,535342
1,2,3,6,0,0,3,26,1,171,48,1306
1,3,3,9,0,1,6,37,1,166,141,167968
1,2,3,6,0,0,3,26,1,171,19,2595
1,2,3,6,0,1,1,28,2,171,12,166565
3,2,9,0,0,1,4,31,2,83,9,13526
3,2,9,0,0,1,3,33,1,83,36,12689
3,2,9,0,0,1,3,33,3,36,166,3728653
3,2,9,0,0,1,1,40,1,166,36,1907
1,2,3,0,0,0,3,26,1,171,8,5959
1,2,3,0,0,0,5,30,1,8,19,3544
1,2,3,0,0,0,5,30,1,19,8,520
1,2,0,16,0,0,4,26,3,48,9,7249
1,2,0,16,0,0,4,26,1,47,146,165
1,2,3,0,0,0,2,28,3,171,12,2698931
1,2,3,0,0,0,5,32,1,12,171,935178
1,1,1,8,0,0,2,28,2,171,83,782213
1,1,1,8,0,0,4,29,1,83,48,2943
1,1,1,8,0,0,3,32,1,48,171,1479615
1,2,0,16,1,0,4,26,1,47,33,442
1,2,0,16,1,0,5,26,2,33,47,1856
1,2,0,16,1,0,5,26,1,47,33,325966
1,1,0,16,0,1,3,26,3,46,47,68034
1,1,0,16,0,1,4,26,2,47,9,91750
1,1,0,16,0,1,2,27,3,9,47,54255
1,1,3,6,0,1,3,26,3,171,19,1366
1,2,9,6,0,0,3,28,2,171,83,686380
1,2,9,6,0,0,4,29,2,83,36,85574
1,2,3,6,0,0,4,26,3,171,48,1046
1,2,0,16,1,0,4,26,2,47,33,6950
1,2,0,16,1,0,4,26,1,33,47,56105
1,2,0,16,0,0,1,27,2,47,33,5848
1,2,0,16,0,0,1,27,1,33,47,1251
1,2,0,16,0,0,1,27,1,47,33,65928
1,2,0,16,0,0,3,27,1,33,47,15601
1,2,0,16,0,0,3,27,2,47,33,3782
1,3,0,16,1,0,5,26,2,47,33,6130
1,3,0,16,1,0,5,26,1,33,47,566
1,3,0,16,1,0,5,26,1,47,33,173
1,2,0,0,0,0,3,27,1,47,33,3881
1,2,0,0,1,0,2,27,1,47,33,2760
1,2,0,16,1,0,3,27,2,47,33,709
1,2,0,16,1,0,5,27,1,33,47,259756
1,2,0,16,1,0,1,28,1,47,33,1162
1,2,0,16,0,0,3,27,1,47,33,2503
1,2,0,16,0,0,4,27,1,33,47,6479
1,2,0,16,0,0,4,27,2,47,33,245
1,2,0,16,1,0,4,27,2,47,33,2139
1,2,0,16,1,0,5,27,1,33,47,1959
1,2,0,16,1,0,5,27,1,47,33,253269
1,2,0,16,1,0,4,27,1,47,33,721
1,2,0,16,1,0,5,27,1,33,47,8624
1,2,0,16,1,0,5,27,2,47,33,247438
1,2,0,16,1,0,1,28,3,33,47,1844
1,2,0,16,1,0,1,28,1,47,33,2007
1,2,0,16,0,0,1,28,2,47,33,754
1,2,0,16,0,0,4,28,2,33,47,897
1,2,0,16,0,0,4,28,2,47,33,329274
1,2,1,0,0,0,4,26,1,19,21,106568
1,2,0,16,0,0,2,28,1,47,33,1595
1,2,0,16,0,0,2,28,1,33,47,60780
1,2,0,16,0,0,3,28,1,47,33,19463
1,1,1,0,0,0,4,26,2,171,9,71150
1,2,0,16,0,0,1,27,1,47,33,67335
1,2,0,16,0,0,3,27,2,33,47,15066
1,2,0,16,0,0,3,27,1,47,33,60560
1,2,0,16,0,0,4,27,1,33,47,861
1,2,0,16,0,0,4,27,1,47,33,2653
1,2,0,16,0,0,2,27,1,47,33,60662
1,2,0,16,0,0,3,27,2,33,47,81559
1,2,0,16,0,0,4,27,1,47,33,167
1,2,0,16,0,0,4,27,1,33,47,835
1,2,0,16,0,0,4,27,1,47,33,456
1,2,0,16,0,0,4,27,1,33,47,302
1,2,0,16,0,0,4,27,2,47,33,244
1,1,1,6,0,0,4,26,1,171,19,1008
1,2,0,16,0,0,3,27,1,47,33,4384
1,2,0,16,0,0,3,27,2,33,47,83619
1,2,0,16,0,0,4,27,1,47,33,413
1,2,0,16,0,0,4,27,1,33,47,564
1,2,0,16,0,0,4,27,2,47,33,1276
1,2,0,16,0,0,4,27,2,33,47,3211
1,2,0,16,0,0,4,27,1,47,33,1289
1,2,0,16,0,0,4,27,1,33,47,1961
1,2,0,16,0,0,4,27,1,47,33,754
1,2,0,16,0,0,1,27,1,47,33,6872
1,2,0,16,0,0,1,27,1,33,47,56791
1,2,0,16,0,0,2,27,3,47,33,6292
1,2,0,16,0,0,2,27,1,33,36,7929
1,2,0,16,0,0,2,27,2,36,33,7397
1,2,0,16,1,0,4,26,1,1,47,608086
1,1,9,7,1,0,1,27,2,171,68,611627
1,2,0,16,0,0,3,28,2,47,33,2700
1,2,0,16,0,0,4,28,2,33,47,601
1,2,0,16,0,0,4,28,2,47,33,416602
1,2,0,16,0,0,2,29,3,33,47,1026
1,2,0,16,0,0,2,29,1,47,33,105927
1,2,9,0,0,0,2,30,1,9,36,1029
1,2,9,0,0,0,2,30,1,36,9,156584
1,2,0,16,1,0,1,27,1,36,38,2448734
1,2,0,16,1,0,1,31,3,38,36,54070
1,2,0,16,0,0,1,32,1,47,33,4042
1,2,0,16,0,0,1,32,2,33,47,669
1,2,0,16,0,0,1,32,2,47,33,87574
1,2,0,16,0,0,2,32,2,33,47,725
1,2,0,16,0,0,2,32,2,47,33,5050
1,2,0,16,0,0,3,28,1,47,33,635
1,2,0,16,0,0,4,28,2,33,47,6052
1,2,0,16,0,0,4,28,2,47,33,411317
1,2,0,16,0,0,2,29,3,33,47,4303
1,2,0,16,0,0,2,29,1,47,33,99951
1,2,0,16,0,0,5,26,2,47,45,4496
1,2,0,16,0,0,5,26,1,45,33,261682
1,2,0,16,0,0,1,27,1,33,45,2064
1,2,0,16,0,0,1,27,1,45,33,67464
1,2,0,16,0,0,3,31,1,47,45,1651
1,2,0,16,0,0,3,31,1,45,33,75803
1,2,0,16,0,0,5,31,1,33,45,3449
1,2,0,16,0,0,5,31,1,45,33,252322
1,3,9,8,0,0,4,26,1,171,9,70039
1,2,0,16,0,0,4,31,1,47,45,88272
1,2,0,16,0,0,5,31,1,45,33,250755
1,2,0,16,0,0,1,32,3,33,45,762
1,2,0,16,0,0,1,32,3,45,33,532
1,2,0,16,0,0,1,32,1,33,45,6556
1,2,0,16,0,0,1,32,2,45,33,88603
1,2,0,16,0,0,2,32,2,33,45,160997
1,2,0,16,0,0,4,32,3,45,33,1729
1,3,0,16,0,0,5,26,3,47,146,229654
1,3,0,16,0,0,1,27,1,146,47,85068
1,2,0,16,0,0,1,32,1,47,33,61824
1,2,0,16,0,0,2,32,1,33,47,361
1,2,0,16,0,0,2,32,1,47,33,16319
1,2,0,16,0,0,1,33,1,33,47,1378
1,2,0,16,0,0,1,33,1,47,33,19630
1,2,0,16,0,0,1,33,2,33,47,298
1,2,0,16,0,0,1,33,2,47,33,4531
1,2,0,16,0,0,4,27,2,47,33,619
1,2,0,16,0,0,4,27,2,33,47,3662
1,2,0,16,0,0,4,27,1,47,33,2454
1,2,9,0,0,0,4,26,1,171,9,93105
1,2,9,0,0,0,5,26,1,9,33,244
1,2,9,0,0,0,5,26,1,33,9,121
1,1,9,0,0,0,1,27,1,83,8,60551
1,2,9,16,0,1,4,26,1,46,47,84987
1,2,0,0,0,0,5,26,1,46,47,371242
1,2,0,0,0,0,2,27,3,47,9,56970
1,2,0,16,0,0,1,27,2,47,33,7309
1,2,0,16,0,0,3,27,2,33,47,3452
1,2,0,16,0,0,3,27,2,47,33,3593
1,2,0,16,0,0,4,27,2,33,47,3629
1,2,0,0,0,0,5,26,1,46,47,606326
1,2,0,0,0,0,5,27,1,47,9,480
1,2,0,0,0,0,5,26,1,46,47,607392
1,2,0,0,0,0,5,27,1,47,9,322
1,2,0,0,0,0,5,26,1,46,47,881774
1,2,0,0,0,0,1,28,1,47,9,154
1,2,0,8,0,0,6,28,2,171,9,2256960
1,2,0,8,0,0,3,35,1,9,171,70717
1,2,0,16,0,0,1,27,2,47,33,4680
1,2,0,16,0,0,3,27,2,33,47,76809
1,2,0,16,0,0,5,31,1,47,45,3896
1,2,0,16,0,0,5,31,2,45,33,2904
1,2,0,16,0,0,5,31,2,33,45,2607
1,2,0,16,0,0,5,31,2,45,33,241811
1,2,0,16,1,0,1,27,2,47,33,441
1,2,0,16,1,0,2,27,3,33,47,10717
1,2,0,16,1,0,2,27,2,47,33,236
1,2,0,16,1,0,2,27,2,33,47,13869
1,2,0,16,1,0,2,27,1,47,33,614
1,2,0,16,1,0,2,27,1,33,47,418
1,2,0,16,1,0,2,27,1,47,33,340
1,2,0,16,0,0,1,32,2,47,45,2484
1,2,0,16,0,0,1,32,2,45,33,6782
1,2,0,16,0,0,1,32,1,33,45,234386
1,2,0,16,0,0,4,32,3,45,33,2299
1,2,0,16,1,0,5,26,2,47,33,1102
1,2,0,16,1,0,5,26,2,33,47,3843
1,2,0,16,1,0,5,26,1,47,33,326597
1,3,1,6,0,1,5,26,1,171,12,22374
1,3,1,6,0,1,6,26,3,171,12,189190
1,2,0,16,1,0,2,31,2,47,33,2442
1,2,0,16,1,0,2,31,1,33,47,3413
1,2,0,16,1,0,2,31,1,47,33,61245
1,2,0,16,1,0,3,31,1,33,47,11218
1,2,0,16,1,0,3,31,2,47,33,626
1,2,1,6,0,0,0,27,2,171,12,93629
1,3,0,16,0,1,5,26,1,171,12,24251
1,2,8,6,0,0,4,27,1,171,62,55306
1,2,8,6,0,0,5,27,3,62,33,1640
1,1,9,8,0,0,0,32,3,171,48,98391
1,3,0,13,0,0,5,26,3,171,48,2746
1,3,0,13,0,0,5,26,1,48,141,15640
1,2,0,0,0,0,2,27,2,47,33,4257
1,3,0,16,0,0,5,26,1,47,146,471
1,3,0,16,0,0,5,26,1,146,47,237287
1,3,0,16,0,0,1,27,1,47,146,85589
1,2,0,16,1,0,2,32,1,47,33,79387
1,2,0,16,1,0,4,32,1,33,47,2817
1,2,0,16,1,0,4,32,1,47,33,10799
1,3,8,6,0,0,5,26,1,171,48,1659
1,3,8,13,0,0,5,26,1,171,48,1032
1,3,8,13,0,0,5,26,1,48,141,13476
1,2,3,6,1,0,5,26,2,48,141,264093
1,3,8,13,0,0,5,26,1,171,48,399
1,3,8,13,0,0,5,26,1,48,141,13365
3,2,3,7,0,1,2,29,1,83,36,5664
1,2,0,16,0,0,2,27,2,47,33,19945
1,2,0,16,0,0,4,27,3,33,47,59725
1,2,0,16,0,0,5,27,1,47,33,361282
1,2,0,16,0,0,3,28,1,33,47,7961
1,2,0,16,0,0,3,28,2,47,33,767856
1,2,0,16,1,0,4,31,1,47,33,507
1,2,0,16,1,0,5,31,2,33,47,5655
1,2,0,16,1,0,5,31,2,47,33,243739
1,2,0,0,1,0,5,31,1,47,33,6215
1,2,0,16,0,0,5,28,2,47,33,10075
1,2,0,16,0,0,5,28,2,33,47,3699
1,2,0,16,0,0,5,28,1,47,33,241053
1,2,0,16,0,0,3,30,2,33,47,81403
1,2,0,16,0,0,4,30,2,47,33,80586
1,2,0,16,0,0,1,27,2,12,9,2211
1,2,0,16,0,0,2,33,2,47,45,3285
1,2,0,16,0,0,2,33,1,45,33,81038
1,2,0,16,0,0,3,33,2,33,45,775
1,2,0,16,0,0,3,33,2,45,33,675
1,2,0,16,0,0,4,34,1,33,45,479
1,2,0,16,0,0,4,34,1,45,33,16665
1,2,0,16,0,0,1,36,1,47,33,6849
1,2,0,16,0,0,1,36,1,33,47,676
1,2,0,16,0,0,1,36,1,47,33,70315
1,1,1,7,1,1,5,26,2,171,33,3106
1,2,0,16,0,0,3,36,2,47,33,16195
1,2,0,16,0,0,4,36,1,33,47,11078
1,2,0,16,0,0,4,36,2,47,33,4424
1,2,0,16,0,0,4,37,2,33,47,7896
1,2,0,16,0,0,4,37,1,47,33,319278
1,2,1,0,0,0,5,26,2,171,12,263472
1,2,0,13,0,0,1,27,1,141,48,187
3,1,9,7,0,1,3,30,1,83,36,6252
3,1,9,7,0,1,5,30,3,83,9,349138
3,1,9,7,0,1,3,31,1,9,36,13193
3,1,9,7,0,1,3,31,2,36,9,6207
3,1,9,7,0,1,3,31,1,9,8,584074
3,1,9,7,0,1,3,32,1,83,36,1402051
1,1,9,6,0,0,5,26,2,171,9,1815662
1,1,9,0,0,0,5,26,2,171,9,13966
1,2,0,16,1,0,5,26,2,46,47,272738
1,2,0,16,1,0,1,27,3,47,9,390
1,2,0,16,1,0,5,28,1,9,47,243642
1,1,3,16,0,1,5,26,2,46,47,8410
1,3,3,0,0,0,5,26,2,171,48,350150
1,3,3,0,0,0,2,27,1,48,141,4201
1,3,3,0,0,0,2,27,1,141,48,2052
1,2,0,7,0,0,5,26,3,46,47,322010
1,2,0,7,0,0,2,27,1,47,8,1109
1,2,3,6,0,0,5,26,1,171,48,260435
1,2,0,0,0,0,3,27,2,47,33,437150
1,2,0,0,0,0,3,28,1,33,47,59175
1,2,0,0,0,0,4,28,3,47,33,24933
1,2,0,0,0,0,5,28,2,33,47,334
1,2,0,0,0,0,5,28,2,47,33,4366
1,2,0,0,0,0,2,29,1,33,47,248
1,2,0,0,0,0,2,29,1,47,33,168670
1,1,1,0,0,0,5,39,1,9,165,122
1,1,1,0,0,0,5,39,1,165,9,794
1,1,1,0,0,0,5,39,1,9,165,1015
1,1,1,0,0,0,5,39,1,165,9,411762
1,2,0,0,0,0,3,27,1,47,33,430836
1,2,0,0,0,0,3,28,1,33,47,180
1,2,0,0,0,0,3,28,1,47,33,160378
1,0,3,16,0,0,5,26,1,171,9,1447
1,2,0,0,0,0,4,27,2,47,33,347363
1,2,0,0,0,0,3,28,1,33,47,419
1,2,0,0,0,0,3,28,1,47,33,160240
1,1,9,16,1,1,5,26,3,46,47,331320
1,1,9,16,1,1,1,27,1,46,47,97591
1,2,0,0,0,0,1,28,2,47,33,9918
1,2,0,0,0,0,1,28,1,33,47,1920
1,2,0,0,0,0,1,28,1,47,33,3353
1,2,0,0,0,0,3,28,1,33,47,634
1,2,0,0,0,0,3,28,1,47,33,160175
1,3,8,13,0,0,5,26,1,171,48,234559
1,3,8,13,0,0,1,27,1,48,141,8608
1,2,0,16,0,0,2,27,2,47,33,15527
1,2,0,16,0,0,4,27,1,33,47,678
1,2,0,16,0,0,4,27,1,47,33,449372
3,1,9,8,0,1,3,27,2,83,8,1832055
3,1,9,8,0,1,3,30,1,8,9,600869
3,1,9,8,0,1,4,31,2,83,36,597536
1,2,0,16,0,0,1,27,2,47,33,2687
1,2,0,16,0,0,1,27,2,33,47,3197
1,2,0,16,0,0,1,27,1,47,33,3446
1,2,0,16,0,0,1,27,1,33,47,64372
1,2,0,16,0,0,2,27,1,47,33,25273
1,2,0,16,0,0,2,27,1,33,47,62346
1,2,0,16,0,0,3,27,1,47,33,818
1,2,0,16,0,0,3,27,2,33,47,2244
1,2,0,16,0,0,3,27,2,47,33,73666
1,2,0,16,0,0,4,27,1,33,47,899
1,2,0,16,0,1,1,28,1,47,21,1908
1,2,0,16,2,0,4,27,1,47,33,9744
1,2,0,16,2,0,4,27,2,33,47,2198
1,2,0,16,2,0,4,27,2,47,33,5178
1,2,0,16,2,0,5,27,1,33,47,4663
1,3,3,6,0,0,1,27,1,171,48,10834
1,3,0,15,0,1,1,27,1,171,12,3133
1,3,0,15,0,1,2,27,1,171,12,5606
1,2,0,7,1,0,1,27,1,1,47,9200
1,3,0,16,1,0,1,27,1,47,33,319
1,3,0,16,1,0,1,27,1,33,47,2406
1,3,0,16,1,0,1,27,3,47,33,56499
1,2,0,16,1,0,3,27,1,47,33,7828
1,2,0,16,1,0,3,27,2,33,47,1228
3,2,3,7,0,0,4,29,2,83,36,420505
1,3,1,6,1,0,2,27,1,171,62,89394
1,2,3,6,0,0,1,27,2,171,48,4841
3,1,9,7,0,1,1,27,1,171,36,180476
3,1,9,7,0,1,5,33,2,83,36,441342
1,1,9,8,1,1,1,27,2,171,68,5902
1,1,9,8,1,1,1,27,2,68,46,2059549
1,1,9,8,1,1,2,27,1,46,47,861976
1,1,9,8,1,1,2,27,1,47,68,525404
1,1,9,8,1,1,3,28,1,68,46,1291102
1,1,9,8,1,1,5,28,1,46,36,19902
1,1,9,8,1,1,3,30,1,36,47,10729
1,1,9,8,1,1,3,30,2,47,36,6054
1,1,9,8,1,1,3,30,1,36,47,503368
1,1,9,8,1,1,4,30,3,1,46,1396
1,1,9,8,1,1,4,31,1,46,36,101104
1,1,9,8,1,1,5,31,2,36,68,337047
1,1,9,8,1,1,2,32,1,68,36,7961
1,1,9,8,1,1,2,32,1,36,68,934
1,1,9,8,1,1,5,34,2,68,36,410867
1,2,0,16,1,0,3,29,1,47,33,59364
1,2,0,16,1,0,4,29,1,33,47,20219
1,2,0,16,1,0,4,29,1,47,33,6738
1,2,0,16,1,0,5,29,3,33,47,3602
1,2,0,16,1,0,5,29,1,47,33,773
1,2,0,16,1,0,5,29,1,33,47,13562
1,2,0,16,1,0,5,29,1,47,33,4576
1,2,0,16,1,0,5,29,1,33,47,4701
1,2,0,16,1,0,5,29,3,47,33,229661
1,1,9,7,0,1,2,28,1,46,47,690242
1,1,9,7,0,1,2,28,1,46,47,669204
1,1,9,7,0,1,4,29,2,171,47,79477
1,2,1,16,0,0,1,27,2,171,19,1793
1,1,1,6,0,0,6,29,1,171,9,799432
1,2,3,8,0,0,5,28,3,171,9,245814
1,2,0,13,0,0,1,27,3,36,48,1879008
1,2,0,13,0,0,2,30,2,48,36,23566
1,2,0,13,0,0,2,30,3,36,48,589696
1,1,9,16,0,1,1,27,1,46,47,245437
1,2,3,8,1,1,5,36,3,49,166,1062135
1,2,0,0,0,0,1,27,1,171,48,164099
1,3,0,6,0,0,2,27,1,171,48,61048
1,2,3,16,0,1,2,27,3,171,12,6159546
1,1,1,15,0,0,1,27,1,171,12,1168
1,3,3,15,0,0,2,27,1,171,12,12653
1,3,0,6,0,0,2,27,1,171,48,85013
1,3,0,6,0,0,3,27,1,48,141,2390
1,3,0,6,0,0,3,27,3,141,48,75628
1,3,0,6,0,0,4,27,2,48,141,879
1,3,0,6,0,0,4,27,2,141,48,2961
1,2,0,16,0,0,2,27,2,47,33,4455
1,2,0,16,0,0,2,27,1,33,47,61731
1,2,0,16,0,0,3,27,3,47,33,866
1,2,0,7,0,0,3,27,2,83,9,366214
1,2,0,16,1,0,3,28,1,47,38,536375
1,2,0,16,1,0,3,33,2,38,47,183424
1,2,0,16,1,0,5,33,1,47,38,183244
1,2,0,16,1,0,4,34,1,38,47,7059
1,2,0,16,1,0,4,34,2,47,38,3878
1,2,0,16,1,0,4,34,1,38,47,62323
1,2,0,0,0,0,1,27,1,83,9,158874
3,1,9,7,0,1,4,27,1,83,36,20466
3,2,0,13,0,0,2,33,1,141,48,5232
1,1,1,6,1,1,1,27,1,171,48,1167
1,2,9,0,1,0,2,27,1,83,68,84447
1,1,1,6,1,1,1,27,3,171,48,54796
1,3,3,0,0,0,4,29,2,83,9,9949
1,1,1,0,1,0,2,27,3,171,48,20236
1,3,3,0,0,0,2,27,1,171,48,198528
1,2,3,9,0,0,4,27,1,171,48,768
1,2,3,9,0,0,4,27,2,48,141,74836
1,2,1,6,1,0,2,27,1,171,48,92451
1,1,9,6,0,0,3,27,2,83,48,6004
3,1,9,0,0,1,3,27,1,83,36,678307
1,3,3,8,0,0,2,27,1,171,48,86719
1,3,3,8,0,0,3,27,3,171,48,9582
1,3,3,8,0,0,3,27,1,171,48,1465
1,2,8,6,0,0,2,29,1,171,33,64701
1,2,1,16,0,0,4,28,1,171,48,1037
1,3,0,0,0,0,4,27,1,36,9,438576
1,3,0,0,0,0,1,28,1,9,36,71993
1,3,3,0,0,0,2,27,1,171,48,395
4,2,0,7,0,0,3,27,2,83,8,89367
4,2,0,7,0,0,4,27,2,8,36,75868
1,2,0,16,0,0,2,28,1,47,33,63869
1,2,0,16,0,0,3,28,2,33,47,11367
1,2,0,16,0,0,3,28,1,47,33,56927
1,2,0,16,0,0,4,28,3,33,47,1098
1,2,0,16,0,0,4,28,1,47,33,13967
1,2,0,16,0,0,4,28,2,33,47,12343
1,2,0,16,0,0,4,28,1,47,33,66770
1,1,1,0,0,0,4,29,2,83,36,420801
1,2,7,6,0,1,2,27,2,171,19,489
1,2,0,16,0,0,1,28,2,47,33,1624
1,2,0,16,0,0,2,28,1,33,47,846
1,2,1,6,0,1,4,29,2,171,12,429072
4,2,0,15,0,0,5,29,1,171,9,1704926
1,3,8,13,0,0,2,27,2,171,48,76218
1,1,1,16,0,1,6,28,3,171,12,4596647
3,2,0,7,0,1,3,27,1,83,36,73915
1,2,0,16,0,0,3,29,1,47,33,2468
1,2,0,16,0,0,3,29,2,33,47,1065
1,2,0,16,0,0,3,29,2,47,33,79366
1,2,0,16,0,0,1,30,2,47,33,7533
1,2,0,16,0,0,3,31,2,33,47,1332
1,2,0,16,0,0,3,31,2,47,33,8040
1,2,0,15,0,0,1,28,1,171,12,177099
3,2,0,7,0,1,4,27,1,46,36,1037469
3,2,0,7,0,1,2,29,1,36,47,2926
3,2,0,7,0,1,2,29,1,47,36,1892
3,2,0,7,0,1,2,29,2,36,47,4979
3,2,0,7,0,1,2,29,2,47,36,3464
3,2,0,7,0,1,2,32,1,36,47,61905
3,2,0,7,0,1,3,32,1,47,36,3467
1,2,0,16,0,0,2,28,3,47,146,1315
1,3,0,16,1,0,3,27,2,47,33,2774
1,3,0,16,1,0,3,27,2,33,47,7304
1,3,0,16,1,0,3,27,1,47,33,1359
1,3,0,16,1,0,3,27,1,33,47,61650
1,3,0,16,1,0,4,27,1,47,33,3009
1,3,0,16,1,0,4,27,2,33,47,4034
1,3,0,16,1,0,4,27,1,47,33,845
1,3,0,16,1,0,4,27,1,47,33,1038
1,3,0,16,1,0,4,27,2,33,47,2294
1,3,0,16,1,0,4,27,2,47,33,196
1,3,0,16,1,0,4,27,2,33,47,340
1,3,0,16,1,0,4,27,2,47,33,293
1,2,0,16,1,0,4,27,1,47,33,58936
3,1,9,7,0,1,3,30,1,83,36,1811462
1,3,0,16,0,0,3,27,2,47,33,1406
1,3,0,16,0,0,3,27,1,33,47,408
1,3,0,16,0,0,3,27,1,47,33,63604
1,3,0,16,1,0,4,27,1,47,33,133
1,3,0,16,1,0,4,27,2,33,47,9118
1,3,0,16,1,0,4,27,1,47,33,54694
1,3,0,0,2,0,1,30,3,47,33,103533
1,3,0,0,2,0,2,30,2,33,47,573
1,3,0,0,2,0,2,30,2,47,33,2173
1,3,0,0,2,0,2,30,2,33,47,1201
1,3,0,0,2,0,2,30,1,47,33,177254
1,2,3,0,1,1,3,28,1,48,141,74935
1,2,3,0,1,1,5,28,1,141,48,354399
1,1,1,0,1,0,2,27,3,171,68,857692
1,2,3,6,0,0,3,27,3,171,48,2150
1,2,3,6,0,0,3,27,1,48,141,147277
1,2,3,6,0,0,5,27,1,141,48,3959
1,2,0,16,0,0,1,28,1,47,33,759
1,2,0,16,0,0,1,31,3,33,47,3417
1,2,0,16,0,0,1,31,1,47,33,528
1,2,0,16,0,0,1,31,1,33,36,12647
1,2,0,16,0,0,1,31,2,36,33,4590
1,3,3,13,0,0,3,27,3,171,48,2573
1,1,1,0,0,0,3,27,1,171,9,26780
1,2,0,16,1,0,3,28,1,47,33,203
1,2,0,16,1,0,1,30,1,33,47,15392
1,2,0,16,1,0,1,30,1,47,33,67419
1,2,0,16,1,0,3,30,1,33,47,5595
1,2,0,16,1,0,3,30,3,47,33,64994
1,2,0,16,1,0,4,31,2,47,33,1521
1,2,0,16,1,0,4,31,1,33,47,2246
1,2,0,16,1,0,4,31,1,47,33,64158
1,2,3,16,0,0,0,28,1,171,19,10268
1,3,9,0,1,0,3,27,1,171,36,600993
1,3,9,0,1,0,2,34,1,141,36,247022
1,3,9,0,1,0,5,34,3,36,141,356212
1,3,9,0,1,0,2,35,1,141,36,76937
1,3,3,10,0,0,3,27,2,171,12,6615
1,3,3,10,0,0,1,29,1,12,166,3132994
1,1,1,16,1,1,3,29,2,171,12,100656
1,2,0,16,1,0,1,28,2,47,33,2265
1,2,0,16,1,0,2,28,1,33,47,4870
1,2,0,16,1,0,2,28,2,47,33,1454
1,2,0,16,1,0,4,28,2,33,47,511
1,2,0,16,1,0,4,28,2,47,33,1674
1,2,0,16,1,0,4,28,2,33,47,356
1,2,0,16,1,0,4,28,2,47,33,2183
1,2,0,16,1,0,4,28,1,33,47,613
1,1,9,16,0,0,0,28,1,171,12,91604
1,3,0,16,1,0,2,28,1,47,33,2291
1,3,0,16,1,0,2,28,2,33,47,1826
1,3,0,16,1,0,2,28,2,47,33,531
1,3,0,16,1,0,5,28,1,33,47,606
1,3,0,16,1,0,5,28,1,47,33,1040
1,3,0,16,0,0,2,29,1,47,33,1827
1,3,0,16,0,0,2,29,1,33,47,4424
1,2,3,0,0,0,5,29,3,171,19,7148
1,2,3,0,0,0,4,31,2,171,9,601117
1,2,0,16,0,0,1,28,1,47,33,149219
1,2,0,16,0,0,4,28,2,33,47,1205
1,2,0,16,0,0,4,28,2,47,33,67196
1,2,0,16,0,0,2,28,2,47,33,74471
1,2,0,16,0,0,4,28,2,33,47,1382
1,2,0,16,0,0,4,28,2,47,33,68225
1,2,0,16,0,0,3,28,1,47,33,9119
1,2,0,16,0,0,4,28,2,33,47,2498
1,2,0,16,0,0,4,28,1,47,33,67068
1,3,3,8,0,1,4,27,1,171,12,66262
1,2,0,7,0,1,1,28,1,171,12,1967
1,2,0,16,0,0,3,29,1,47,33,9736
1,2,0,16,0,0,4,29,1,33,47,1265
1,2,0,16,0,0,4,29,1,47,33,65960
1,2,0,16,0,0,4,31,2,33,47,1620
1,2,0,16,0,0,4,31,2,47,33,78428
1,2,0,16,0,0,5,31,1,33,47,255
1,2,0,16,0,0,5,31,1,47,33,208
1,2,0,0,0,0,3,31,1,47,45,7061
1,2,0,0,0,0,3,31,2,45,33,87840
1,2,0,0,0,0,5,31,2,47,33,243915
1,2,0,0,0,0,5,31,1,47,33,238642
1,2,0,16,0,0,2,32,1,47,33,5803
1,2,0,16,0,0,2,32,1,33,47,1019
1,2,0,16,0,0,2,32,1,47,33,71983
1,2,0,16,0,0,2,34,1,33,47,2155
1,1,1,8,0,0,5,29,1,83,36,371285
1,1,1,8,0,0,5,30,1,83,36,3657
1,1,1,8,0,0,1,31,2,83,36,763316
1,1,1,8,0,0,3,36,1,83,36,23661
1,1,9,16,0,0,3,27,2,171,68,440161
1,3,0,16,0,0,4,27,1,47,33,371
1,3,0,16,0,0,4,27,2,33,47,5923
1,3,0,16,0,0,4,27,2,47,33,2487
1,2,0,16,0,0,1,28,2,47,33,2414
1,2,0,16,0,0,4,28,2,33,47,4506
